ID;Nome;Sobrenome;Cidade;Estado;Data_Nascimento;Setor;Estado_Civil;Salario;Prox.Nome;Prox.Sobrenome;Prox.Cidade;Prox.Estado;Prox.Data_Nascimento;Prox.Setor;Prox.Estado_Civil;Prox.Salario
844;Rebecca;Oconnor;Petrópolis;Rio de Janeiro;16/03/31;Jurídico;Solteiro;R$5,492;600;600;581;560;600;506;501;600
845;Galvin;Hunter;Jaboatão dos Guararapes;Pernambuco;28/01/94;Serviço ao Cliente;Divorciado;R$9,985;742;0;622;620;0;569;570;0
846;Thor;Rodriguez;Petrópolis;RJ;01/05/62;Marketing;Viúvo;R$8,867;686;0;599;684;0;584;582;0
847;Hyatt;Larson;Gravataí;RS;01/04/37;Gerenciamento;Divorciado;R$7,809;367;911;207;194;0;196;196;0
848;Quemby;Guzman;Ribeirão Preto;SP;13/04/16;Gerenciamento;Solteiro;R$9,577;0;932;444;374;0;412;377;0
849;Illiana;Ayers;Londrina;Paraná;30/07/65;Marketing;Casado;R$6,688;950;0;822;683;0;587;592;0
850;Pandora;Woodward;São Luís;Maranhão;23/07/90;Gerenciamento;Casado;R$9,077;400;0;821;79;0;62;64;776
851;Flynn;Page;Mogi das Cruzes;SP;02/04/41;Financeiro;Casado;R$7,360;0;417;191;193;0;204;181;0
852;Dustin;Barton;Juiz de Fora;Minas Gerais;16/07/91;Relações Públicas;Divorciado;R$7,230;0;0;426;258;697;247;244;0
853;Brian;Chase;Bayeux;PB;09/07/12;Gerenciamento;Viúvo;R$8,309;0;0;0;0;0;0;0;0
854;Elvis;Hampton;Mogi das Cruzes;SP;06/05/50;Recursos Humanos;Solteiro;R$7,271;396;827;400;328;0;329;329;0
855;Grant;Mccarthy;Duque de Caxias;RJ;23/12/72;Pesquisa e Desenvolvimento;Viúvo;R$8,674;0;0;0;895;0;881;876;0
856;Wynter;Donaldson;Lauro de Freitas;BA;26/01/42;Serviço ao Cliente;Solteiro;R$9,038;320;955;198;175;0;175;178;0
857;Priscilla;Holloway;Mauá;São Paulo;02/02/62;Vendas;Casado;R$9,752;0;0;318;304;0;303;298;0
858;Brady;Wade;Colombo;PR;20/05/48;Pesquisa e Desenvolvimento;Viúvo;R$8,234;0;753;742;576;0;577;574;0
859;Hashim;Salinas;Itajaí;SC;06/01/85;Gerenciamento;Casado;R$9,252;0;0;0;979;0;979;972;0
860;Cara;Travis;Criciúma;SC;21/02/81;Gerenciamento;Solteiro;R$5,246;0;0;0;984;0;985;983;0
861;Fritz;Barnett;Ribeirão das Neves;Minas Gerais;16/07/35;Serviço ao Cliente;Solteiro;R$7,793;0;0;834;763;0;757;746;0
862;Carter;Barrera;Paulista;Pernambuco;01/01/04;Relações Públicas;Divorciado;R$5,274;0;0;129;124;0;132;130;0
863;Jasper;Hubbard;Maringá;PR;05/06/92;Vendas;Divorciado;R$6,956;0;0;361;110;0;133;107;0
864;Dara;Moran;Petrópolis;Rio de Janeiro;18/10/17;Serviço ao Cliente;Divorciado;R$6,539;0;398;298;322;0;300;300;721
865;Octavius;Michael;Petrópolis;Rio de Janeiro;18/07/79;Financeiro;Casado;R$6,401;914;655;370;334;0;328;326;0
866;Rahim;Jordan;Londrina;PR;02/05/45;Pesquisa e Desenvolvimento;Viúvo;R$7,124;580;580;484;540;580;498;481;580
867;Jolie;Kemp;Betim;Minas Gerais;08/07/76;Jurídico;Viúvo;R$5,835;0;0;763;731;0;714;710;0
868;Erasmus;Mcconnell;Sete Lagoas;MG;22/05/54;Recursos Humanos;Divorciado;R$7,409;0;0;87;49;0;50;51;0
869;Hannah;Cain;Açailândia;Maranhão;08/08/47;Gerenciamento;Divorciado;R$9,564;0;892;594;550;0;553;552;0
870;Grady;Huber;Uberlândia;MG;10/03/66;Gerenciamento;Viúvo;R$8,825;0;0;858;853;0;878;849;0
871;Nigel;Wyatt;Diadema;SP;23/07/84;Marketing;Divorciado;R$9,891;0;851;420;398;0;385;386;0
872;Keely;Huber;Campos dos Goytacazes;RJ;09/06/71;Vendas;Divorciado;R$5,214;729;847;204;182;0;169;167;654
873;Neville;Lawson;Açailândia;Maranhão;01/11/81;Vendas;Casado;R$8,469;594;594;549;531;594;503;502;594
874;Eric;Irwin;Balsas;Maranhão;30/12/57;Serviço ao Cliente;Casado;R$5,609;531;531;467;445;531;436;433;531
875;Lacota;Shepherd;Salvador;Bahia;15/05/69;Recursos Humanos;Divorciado;R$6,442;0;938;368;324;0;282;288;0
876;Wesley;Lewis;Mogi das Cruzes;SP;25/09/97;Jurídico;Solteiro;R$7,788;0;0;860;860;0;871;861;0
877;Lionel;Strickland;Feira de Santana;Bahia;23/11/31;Jurídico;Viúvo;R$5,852;528;528;528;470;528;437;429;528
878;Alexander;Singleton;Novo Hamburgo;RS;24/06/66;Jurídico;Divorciado;R$7,425;509;509;492;455;509;421;412;441
879;Bevis;Glass;Juazeiro;BA;02/08/18;Marketing;Casado;R$8,657;0;0;28;33;0;51;29;73
880;Isaac;Craig;Aparecida de Goiânia;GO;20/03/17;Serviço ao Cliente;Casado;R$8,972;0;0;0;949;0;913;913;941
881;Thaddeus;Bright;Juazeiro;BA;20/05/74;Marketing;Viúvo;R$6,518;511;511;511;421;511;415;414;511
882;Tana;Moses;Maringá;Paraná;26/08/44;Jurídico;Casado;R$5,759;0;0;0;0;0;0;0;0
883;Nyssa;Bowers;Bacabal;Maranhão;21/02/34;Recursos Humanos;Casado;R$7,914;0;0;0;588;0;571;551;0
884;Sara;Schroeder;Campinas;São Paulo;20/06/78;Serviço ao Cliente;Viúvo;R$9,458;670;668;655;648;0;674;647;0
885;Adam;Gregory;Bragança;PA;17/05/85;Suporte Técnico;Casado;R$6,499;994;0;165;165;0;186;156;0
886;Shoshana;Shannon;Duque de Caxias;RJ;23/05/56;Recursos Humanos;Solteiro;R$5,754;0;0;874;815;0;818;816;0
887;Akeem;Clay;Jundiaí;São Paulo;14/06/77;Recursos Humanos;Casado;R$8,307;575;575;501;477;575;492;478;575
888;Brendan;Kirkland;Mogi das Cruzes;SP;21/12/80;Jurídico;Casado;R$7,025;262;306;107;94;0;97;93;0
889;Mollie;Brennan;Rio de Janeiro;Rio de Janeiro;03/01/94;Vendas;Solteiro;R$8,906;0;0;684;572;0;561;562;0
890;Eden;Keller;Osasco;SP;08/05/59;Suporte Técnico;Divorciado;R$7,718;0;0;171;157;0;146;144;0
891;Xandra;Perry;Petrópolis;Rio de Janeiro;01/01/84;Marketing;Solteiro;R$6,348;0;710;297;204;0;221;202;0
892;Joshua;Yang;Barra do Corda;Maranhão;11/06/54;Financeiro;Solteiro;R$7,793;0;0;940;673;0;689;658;745
893;Samuel;Schroeder;Ribeirão Preto;São Paulo;07/08/18;Financeiro;Casado;R$5,894;699;217;159;139;0;138;146;0
894;Oleg;Luna;Sete Lagoas;MG;20/07/56;Suporte Técnico;Casado;R$6,696;0;0;731;709;0;693;696;0
895;Serena;Delgado;Santa Inês;MA;26/11/57;Recursos Humanos;Divorciado;R$9,955;571;571;571;554;571;475;483;571
896;Isabelle;Townsend;Caxias do Sul;Rio Grande do Sul;26/03/17;Vendas;Viúvo;R$7,759;228;231;205;56;0;7;7;34
897;Mira;Dickson;Piracicaba;SP;20/07/73;Financeiro;Viúvo;R$6,982;0;0;380;359;0;358;354;0
898;Veda;Rivers;Osasco;São Paulo;29/07/17;Financeiro;Casado;R$7,370;566;566;512;475;566;468;467;566
899;Fiona;Klein;Cabo de Santo Agostinho;Pernambuco;19/10/55;Financeiro;Solteiro;R$9,215;0;0;991;877;0;887;869;0
900;Darrel;Guzman;Santa Maria;Rio Grande do Sul;06/12/42;Recursos Humanos;Solteiro;R$9,737;0;0;0;948;0;933;940;0
901;Ori;Stark;Maranguape;Ceará;27/10/93;Jurídico;Casado;R$7,192;0;0;0;946;0;947;942;0
902;Dana;Flowers;Governador Valadares;MG;07/10/66;Recursos Humanos;Viúvo;R$8,753;0;0;662;669;0;670;662;0
903;Lewis;Hardin;Luziânia;GO;05/11/10;Suporte Técnico;Solteiro;R$5,346;0;0;949;912;0;856;855;922
904;Elvis;Benson;Maracanaú;CE;06/08/02;Vendas;Casado;R$8,822;0;896;479;425;0;403;397;0
905;Neil;Farrell;Maracanaú;Ceará;01/03/94;Financeiro;Solteiro;R$9,240;0;0;0;987;0;0;991;0
906;Yvette;Galloway;Parauapebas;Pará;06/01/45;Jurídico;Viúvo;R$7,530;0;0;0;0;0;992;975;0
907;Gavin;Crane;Cabo de Santo Agostinho;PE;25/02/66;Vendas;Casado;R$7,749;539;539;504;485;539;460;442;539
908;Lacey;Phillips;Paulista;PE;25/04/70;Jurídico;Casado;R$9,973;506;506;433;439;506;409;410;506
909;Juliet;Sweeney;Petrópolis;Rio de Janeiro;06/04/49;Suporte Técnico;Divorciado;R$8,143;0;916;831;808;0;800;799;0
910;Germane;Townsend;Diadema;SP;05/11/05;Recursos Humanos;Casado;R$8,176;858;0;243;233;0;233;240;0
911;Ifeoma;Freeman;Sobral;Ceará;22/10/03;Marketing;Divorciado;R$8,610;0;0;737;289;0;299;271;0
912;Giselle;Underwood;Santa Maria;Rio Grande do Sul;04/09/99;Gerenciamento;Casado;R$7,567;542;542;461;486;542;449;445;542
913;Martena;Carver;Maracanaú;CE;17/03/35;Financeiro;Casado;R$5,907;0;862;396;396;0;379;379;0
914;Dennis;Macdonald;Vitória da Conquista;Bahia;13/11/72;Serviço ao Cliente;Divorciado;R$6,911;570;570;570;482;570;485;471;570
915;Zahir;Alvarez;Paulista;Pernambuco;12/10/62;Vendas;Casado;R$7,535;533;533;506;463;533;439;439;533
916;Irene;Jacobson;Cascavel;Paraná;10/06/82;Suporte Técnico;Casado;R$5,492;0;0;931;878;0;841;853;0
917;Graiden;Baldwin;São João de Meriti;Rio de Janeiro;31/05/36;Jurídico;Casado;R$5,435;572;572;572;474;572;476;475;572
918;Maxine;Estrada;Ilhéus;Bahia;10/01/93;Jurídico;Viúvo;R$7,402;582;582;582;507;582;488;485;582
919;Clementine;Mays;Novo Hamburgo;Rio Grande do Sul;24/02/70;Jurídico;Casado;R$5,524;0;0;390;390;0;406;388;0
920;Cynthia;Robles;Feira de Santana;Bahia;18/10/51;Suporte Técnico;Casado;R$6,436;865;0;197;147;0;134;137;0
921;Velma;Mccarthy;Camaragibe;PE;09/06/63;Financeiro;Viúvo;R$5,347;225;292;369;226;0;228;227;0
922;Thaddeus;Benson;Curitiba;PR;01/02/09;Marketing;Solteiro;R$9,108;926;0;0;931;0;897;906;0
923;Shellie;Carroll;Guarulhos;São Paulo;23/10/61;Vendas;Casado;R$8,897;0;0;803;783;0;803;784;0
924;Maryam;Mayer;Ribeirão Preto;São Paulo;19/11/88;Recursos Humanos;Casado;R$8,414;740;0;328;318;0;317;317;0
925;Madonna;Porter;Colombo;PR;15/02/44;Suporte Técnico;Divorciado;R$5,522;540;540;473;473;540;444;444;540
926;Hamish;Kidd;Caucaia;Ceará;10/10/66;Recursos Humanos;Viúvo;R$5,497;0;0;350;320;0;308;299;0
927;Cooper;Baldwin;Maranguape;CE;10/10/97;Serviço ao Cliente;Casado;R$7,657;0;472;320;274;0;288;273;0
928;Galvin;Brady;Colombo;Paraná;12/05/99;Jurídico;Divorciado;R$7,579;0;0;0;778;0;744;747;0
929;Wylie;Morrow;São José;SC;28/11/48;Recursos Humanos;Solteiro;R$7,994;0;0;0;970;0;796;796;0
930;Natalie;Moody;Paço do Lumiar;Maranhão;07/12/32;Recursos Humanos;Casado;R$7,101;0;0;454;431;0;362;357;0
931;Mikayla;Eaton;Belford Roxo;RJ;05/11/35;Recursos Humanos;Viúvo;R$5,800;830;0;108;108;0;106;105;0
932;Keane;Casey;Castanhal;Pará;12/01/96;Jurídico;Casado;R$6,192;551;551;510;510;551;472;453;551
933;Halee;Harrison;Guarapuava;Paraná;13/06/65;Gerenciamento;Divorciado;R$6,686;0;0;0;998;0;960;963;0
934;Hayley;Santos;Codó;MA;09/08/87;Jurídico;Divorciado;R$8,841;0;0;469;247;894;235;189;0
935;Hunter;Haynes;Guarapuava;PR;22/09/95;Jurídico;Solteiro;R$5,407;418;345;127;395;0;145;113;0
936;Declan;Myers;Vitória da Conquista;Bahia;28/11/58;Gerenciamento;Viúvo;R$8,385;0;0;801;664;0;654;654;0
937;Kyla;Blankenship;São José;Santa Catarina;06/10/70;Recursos Humanos;Viúvo;R$5,796;0;0;793;794;0;774;760;0
938;Kylee;Chan;Anápolis;Goiás;21/12/01;Serviço ao Cliente;Solteiro;R$9,976;0;0;0;910;0;891;882;0
939;Ashton;Cherry;Ilhéus;Bahia;18/06/42;Gerenciamento;Divorciado;R$6,743;0;0;868;832;0;821;817;0
940;Sawyer;Marks;Betim;MG;29/12/01;Relações Públicas;Divorciado;R$9,076;0;0;708;691;0;684;672;0
941;Jenna;Fox;Caucaia;Ceará;23/04/42;Pesquisa e Desenvolvimento;Casado;R$7,558;0;783;357;603;0;352;352;0
942;Jayme;Ellis;Carapicuíba;São Paulo;12/06/12;Pesquisa e Desenvolvimento;Viúvo;R$8,621;527;527;458;444;527;446;428;527
943;Dalton;Howell;Campinas;SP;07/11/88;Gerenciamento;Solteiro;R$8,540;0;419;212;143;0;157;150;0
944;Frances;Jarvis;Balsas;MA;23/03/93;Pesquisa e Desenvolvimento;Casado;R$7,573;0;0;588;569;0;573;572;0
945;Laura;Burke;Caxias do Sul;Rio Grande do Sul;20/11/70;Marketing;Casado;R$8,246;0;0;961;955;0;973;951;0
946;Wendy;Parsons;Campinas;SP;26/02/77;Recursos Humanos;Viúvo;R$7,570;0;435;363;373;0;364;381;0
947;Amena;Booker;Porto Alegre;RS;09/11/76;Serviço ao Cliente;Casado;R$6,040;0;0;455;189;0;167;163;0
948;Bethany;Rios;Balsas;MA;25/12/68;Jurídico;Solteiro;R$8,165;0;0;431;393;0;336;336;0
949;Victor;Maynard;Jaboatão dos Guararapes;PE;09/10/81;Relações Públicas;Casado;R$8,890;0;873;721;718;0;646;641;0
950;Lavinia;Ortega;Mogi das Cruzes;São Paulo;28/04/45;Relações Públicas;Solteiro;R$7,872;485;385;219;208;0;192;200;0
951;Rosalyn;Espinoza;Maracanaú;Ceará;12/12/86;Jurídico;Solteiro;R$6,088;0;0;769;820;0;764;754;787
952;Mikayla;Foreman;Aparecida de Goiânia;GO;22/10/91;Suporte Técnico;Solteiro;R$8,111;856;0;912;854;0;838;832;959
953;Shannon;Grant;Piracicaba;São Paulo;24/10/11;Relações Públicas;Divorciado;R$6,688;915;0;387;382;0;386;384;484
954;Benjamin;Scott;Porto Alegre;RS;19/03/80;Marketing;Divorciado;R$7,483;0;0;0;0;0;999;1000;0
955;Erich;Walter;Petrópolis;Rio de Janeiro;12/05/42;Vendas;Casado;R$8,648;961;0;933;893;0;900;891;909
956;Dawn;Wilcox;Camaçari;Bahia;28/02/58;Gerenciamento;Divorciado;R$7,568;0;0;275;263;0;257;257;0
957;Colt;Ortega;Lauro de Freitas;BA;13/09/10;Marketing;Solteiro;R$8,720;0;0;601;399;0;401;391;0
958;Oscar;Diaz;Lauro de Freitas;Bahia;07/08/66;Suporte Técnico;Divorciado;R$9,660;0;0;288;253;0;262;253;0
959;Oren;Finch;Lauro de Freitas;Bahia;12/01/51;Serviço ao Cliente;Solteiro;R$9,379;0;0;851;848;0;846;833;0
960;Yeo;Roth;Santa Rita;PB;09/10/44;Recursos Humanos;Viúvo;R$7,998;0;946;833;995;0;785;775;0
961;Forrest;Alston;Uberlândia;Minas Gerais;30/03/97;Pesquisa e Desenvolvimento;Casado;R$9,433;0;301;317;115;0;101;91;0
962;Hasad;Frederick;Crato;CE;18/11/13;Recursos Humanos;Solteiro;R$6,564;525;525;525;465;525;435;434;525
963;Vaughan;Wall;Mogi das Cruzes;São Paulo;23/02/45;Recursos Humanos;Divorciado;R$8,671;169;0;176;159;0;142;143;0
964;Griffin;Stephens;Carapicuíba;São Paulo;19/12/66;Marketing;Casado;R$6,282;558;558;459;466;558;481;459;558
965;Seth;Knapp;Santa Maria;Rio Grande do Sul;14/02/49;Gerenciamento;Casado;R$5,749;0;0;932;924;0;919;918;0
966;Ayanna;Roth;Juazeiro do Norte;Ceará;24/05/10;Recursos Humanos;Divorciado;R$6,099;0;0;0;986;0;965;949;0
967;Kenyon;Schultz;Camaçari;BA;20/10/03;Vendas;Solteiro;R$8,369;492;0;253;199;0;198;183;0
968;Trevor;Mcbride;Ribeirão Preto;São Paulo;07/06/59;Relações Públicas;Casado;R$9,227;0;0;927;926;0;949;928;0
969;Wanda;Clayton;Feira de Santana;BA;16/07/81;Gerenciamento;Solteiro;R$9,523;918;394;428;385;0;373;373;0
970;Hasad;Frederick;Crato;CE;18/11/13;Recursos Humanos;Solteiro;R$6,564;942;656;693;565;0;535;534;0
971;Alice;Hogan;Carapicuíba;SP;23/02/77;Suporte Técnico;Viúvo;R$9,875;0;0;843;849;0;843;842;993
972;Nichole;Franks;Ribeirão das Neves;MG;30/01/71;Recursos Humanos;Solteiro;R$7,219;0;0;0;0;0;969;966;0
973;Bruce;Garza;Paulista;Pernambuco;13/11/44;Gerenciamento;Viúvo;R$8,875;0;929;167;214;0;131;131;0
974;Keegan;Bennett;Cabo de Santo Agostinho;Pernambuco;13/06/07;Marketing;Divorciado;R$7,064;504;504;439;408;504;411;408;504
975;Ronan;Sweeney;Curitiba;PR;05/05/38;Pesquisa e Desenvolvimento;Divorciado;R$6,302;675;797;688;651;0;658;648;0
976;Cedric;Andrews;Nova Iguaçu;Rio de Janeiro;18/11/88;Relações Públicas;Casado;R$8,057;0;665;805;674;0;650;650;0
977;Kathleen;Monroe;Camaragibe;Pernambuco;12/09/74;Gerenciamento;Solteiro;R$5,051;0;0;722;622;0;623;627;0
978;Lionel;Strickland;Feira de Santana;Bahia;23/11/31;Jurídico;Viúvo;R$5,852;0;0;664;570;0;537;529;0
979;Amethyst;Sheppard;Campina Grande;Paraíba;12/06/94;Gerenciamento;Viúvo;R$7,104;0;829;0;833;0;798;798;0
980;Mikayla;Mccall;Nova Iguaçu;RJ;06/04/88;Suporte Técnico;Divorciado;R$5,978;0;999;990;874;0;903;857;0
981;Casey;Meadows;Osasco;São Paulo;04/08/35;Gerenciamento;Divorciado;R$6,796;512;512;413;413;512;442;417;512
982;Gregory;King;Águas Lindas de Goiás;Goiás;30/07/91;Financeiro;Divorciado;R$5,111;0;0;873;619;0;538;535;0
983;Fuller;Puckett;Petrópolis;RJ;31/07/75;Gerenciamento;Casado;R$6,783;0;0;322;301;0;301;306;0
984;Pandora;Vasquez;Belém;Pará;16/02/00;Financeiro;Viúvo;R$9,747;0;0;897;897;0;848;843;0
985;Castor;Mays;Piracicaba;SP;30/07/80;Gerenciamento;Solteiro;R$7,759;469;383;248;67;0;68;63;0
986;Amity;Talley;Salvador;BA;10/09/67;Pesquisa e Desenvolvimento;Solteiro;R$8,160;0;0;848;609;0;614;613;0
987;Brandon;Hardy;Mauá;São Paulo;09/01/74;Marketing;Casado;R$5,991;0;438;392;387;0;384;383;0
988;Kirestin;Hartman;Juiz de Fora;Minas Gerais;09/04/39;Marketing;Divorciado;R$6,033;0;760;659;612;0;617;589;0
989;Nita;Coffey;Ponta Grossa;PR;09/02/56;Financeiro;Divorciado;R$6,981;0;0;814;802;0;737;738;0
990;Adam;Strong;Ribeirão Preto;São Paulo;02/01/87;Relações Públicas;Casado;R$6,296;0;0;0;0;0;0;998;0
991;Ciara;Bean;Blumenau;Santa Catarina;19/11/56;Gerenciamento;Solteiro;R$5,911;0;0;703;686;0;690;684;0
992;Hedy;Logan;Paranaguá;Paraná;17/08/85;Serviço ao Cliente;Divorciado;R$9,325;0;0;0;952;0;953;939;0
993;Xavier;Frederick;Ilhéus;BA;19/06/92;Pesquisa e Desenvolvimento;Divorciado;R$7,033;0;918;906;869;0;874;870;0
994;Neil;Nguyen;Guarapuava;Paraná;08/02/88;Vendas;Solteiro;R$9,008;363;0;785;361;0;339;327;0
995;Ezekiel;Walter;Blumenau;Santa Catarina;06/09/63;Marketing;Solteiro;R$8,682;0;889;254;74;0;71;67;0
996;Hop;Bennett;Bragança;PA;02/02/54;Gerenciamento;Solteiro;R$7,446;861;404;0;436;0;168;171;0
997;Cynthia;Mccoy;Jundiaí;São Paulo;12/04/05;Recursos Humanos;Casado;R$6,874;0;0;908;872;0;870;873;0
998;Ivana;Conway;Guarulhos;São Paulo;04/11/34;Suporte Técnico;Solteiro;R$6,502;0;125;227;107;0;96;84;0
999;Anika;Mckay;Anápolis;Goiás;15/03/84;Jurídico;Divorciado;R$9,582;698;0;870;636;0;630;621;0
1000;Jorden;Mccarthy;São João de Meriti;RJ;19/03/36;Relações Públicas;Viúvo;R$6,088;0;874;815;796;0;791;791;0
